diagnostic,specialty
Consulta no Especificada,TRAUMATOLOGIA
Lumbago no especificado,TRAUMATOLOGIA
Fractura a nivel de la muñeca y de la mano,TRAUMATOLOGIA
CONSULTA NO ESPECIFICADA,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
"Artrosis, no especificada",TRAUMATOLOGIA
Esguince y torcedura de la muñeca,TRAUMATOLOGIA
Otras consultas especificadas,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
"Desgarro de meniscos, presente",TRAUMATOLOGIA
Fractura a nivel de la muñeca y de la mano,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
"Fractura de miembro inferior, nivel no especificado",TRAUMATOLOGIA
"Trastorno sinovial y tendinoso, no especificado",TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
Dolor en articulacion,TRAUMATOLOGIA
Fractura del perone solamente,TRAUMATOLOGIA
Hallux valgus (adquirido),TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
CONSULTA NO ESPECIFICADA,TRAUMATOLOGIA
Lumbago no especificado,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Caida en o desde escalera y escalones, en vivienda",TRAUMATOLOGIA
Resto Radicular,TRAUMATOLOGIA
Fractura de otras partes y de las no especificadas de la muñeca y de la mano,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Luxacion de la articulacion acromioclavicular,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Resto Radicular,TRAUMATOLOGIA
Observacion por sospecha de otras enfermedades y afecciones,TRAUMATOLOGIA
Otros trastornos de los meniscos,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Dientes incluidos e impactados,TRAUMATOLOGIA
Otras atenciones medicas especificadas,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Otra atencion medica,TRAUMATOLOGIA
Esguinces y torceduras del tobillo,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Otros desplazamientos especificados de disco intervertebral,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
DISMETRIA,TRAUMATOLOGIA
Otras atenciones medicas especificadas,TRAUMATOLOGIA
"Escoliosis, no especificada",TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
CONSULTA NO ESPECIFICADA,TRAUMATOLOGIA
"Luxacion del codo, no especificada",TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
"Deformidad en valgo, no clasificada en otra parte",TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Anormalidades de la marcha y de la movilidad,TRAUMATOLOGIA
Sindrome del manguito rotatorio,TRAUMATOLOGIA
Anomalías de la posición del diente,TRAUMATOLOGIA
Epicondilitis media,TRAUMATOLOGIA
Bursitis del hombro,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Fractura de otro dedo de la mano,TRAUMATOLOGIA
Anomalías dentofaciales (incluso la maloclusión),TRAUMATOLOGIA
Otra atencion medica,TRAUMATOLOGIA
Lumbago no especificado,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
FRACTURA DE TOBILLO,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Trastorno interno de la rodilla,(otros trastornos articulares)",TRAUMATOLOGIA
"Otras artrosis ,(artrosis)",TRAUMATOLOGIA
CERVICALGIA,TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
Otros trastornos de la rotula,TRAUMATOLOGIA
Tendinitis aquiliana,TRAUMATOLOGIA
Epicondilitis lateral,TRAUMATOLOGIA
Síndrome del túnel carpiano,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Dientes incluidos e impactados,TRAUMATOLOGIA
Pie plano congenito,TRAUMATOLOGIA
Osteocondrosis juvenil de la tibia y del perone,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Dolor en articulacion,TRAUMATOLOGIA
Epicondilitis lateral,TRAUMATOLOGIA
"Artritis reumatoide, no especificada",TRAUMATOLOGIA
Lumbago no especificado,TRAUMATOLOGIA
Pie plano pes planus (adquirido),TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Dolor en miembro,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Lumbago no especificado,TRAUMATOLOGIA
"Gonartrosis (artrosis de la rodilla) , (artrosis)",TRAUMATOLOGIA
"Trastorno de los discos intervertebrales, no especificado",TRAUMATOLOGIA
"Luxación congénita de la cadera, no especificada",TRAUMATOLOGIA
Sindrome de abduccion dolorosa del hombro,TRAUMATOLOGIA
"Trastorno interno de la rodilla, no especificado",TRAUMATOLOGIA
"Luxacion congenita de la cadera, no especificada",TRAUMATOLOGIA
SOSPECHA DE ARTROSIS DE LA CADERA,TRAUMATOLOGIA
Fractura a nivel de la muñeca y de la mano,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Capsulitis adhesiva del hombro,TRAUMATOLOGIA
"Otros trastornos de los discos intervertebrales, (otras dorsopatias)",TRAUMATOLOGIA
Herida de la muñeca y de la mano,TRAUMATOLOGIA
"Escoliosis, no especificada",TRAUMATOLOGIA
Ruptura traumática de la sínfisis del pubis,TRAUMATOLOGIA
"Escoliosis, no especificada",TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Pie plano pes planus (adquirido),TRAUMATOLOGIA
"Dorsalgia, (otras dorsopatias)",TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Sindrome del tunel carpiano,TRAUMATOLOGIA
Otros trastornos de los meniscos,TRAUMATOLOGIA
Pie plano pes planus (adquirido),TRAUMATOLOGIA
"Trastorno sinovial y tendinoso, no especificado",TRAUMATOLOGIA
Otros desarreglos de la rotula,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Fractura de la epifisis superior del cubito,TRAUMATOLOGIA
"Lesion del hombro, no especificada",TRAUMATOLOGIA
Otras deformidades congenitas de la cadera (Displasia de caderas Anteversion del Cuello Femoral Coxa Congenita: Vara o Valga),TRAUMATOLOGIA
Luxacion de articulacion sacrococcigea y sacroiliaca,TRAUMATOLOGIA
"Luxacion, esguince y desgarro de articulaciones y ligamentos de la rodilla",TRAUMATOLOGIA
Lumbago no especificado,TRAUMATOLOGIA
ARTROSIS RODILLA SEVERA,TRAUMATOLOGIA
Traumatismo superficial de la pierna,TRAUMATOLOGIA
Lumbago no especificado,TRAUMATOLOGIA
HERNIAS DEL NUCLEO PULPOSO,TRAUMATOLOGIA
Esguinces y torceduras del tobillo,TRAUMATOLOGIA
"Otros trastorno articulares, no clasificados en otra parte,(otros trastornos articulares)",TRAUMATOLOGIA
Otras sinovitis y tenosinovitis,TRAUMATOLOGIA
LUXACION HOMBRO BILATERAL,TRAUMATOLOGIA
Esguinces y torceduras del tobillo,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
Otras sinovitis y tenosinovitis,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Tumor benigno de los huesos cortos del miembro inferior,TRAUMATOLOGIA
"Artritis, no especificada",TRAUMATOLOGIA
Tendinitis calcificada,TRAUMATOLOGIA
Fractura de region no especificada del cuerpo,TRAUMATOLOGIA
Fractura de otras vertebras cervicales especificadas,TRAUMATOLOGIA
"Deformidad en valgo, no clasificada en otra parte",TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Otras deformidades congenitas de la cadera (Displasia de caderas Anteversion del Cuello Femoral Coxa Congenita: Vara o Valga),TRAUMATOLOGIA
Otras atenciones medicas especificadas,TRAUMATOLOGIA
Espolon calcaneo,TRAUMATOLOGIA
Herida de region no especificada del cuerpo,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Pseudocoxalgia,TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
"Luxacion y subluxacion patologica de la articulacion, no clasificada en otra parte",TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Hernia inguinal unilateral o no especificada, sin obstruccion ni gangrena",TRAUMATOLOGIA
"Fractura del antebrazo, parte no especificada",TRAUMATOLOGIA
Otras atenciones medicas especificadas,TRAUMATOLOGIA
"Deformidad en valgo, no clasificada en otra parte",TRAUMATOLOGIA
Cadera inestable,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Fractura de otro dedo de la mano,TRAUMATOLOGIA
Epicondilitis lateral,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Otras deformidades congenitas de la cadera (Displasia de caderas Anteversion del Cuello Femoral Coxa Congenita: Vara o Valga),TRAUMATOLOGIA
Lumbago no especificado,TRAUMATOLOGIA
Artrosis secundaria multiple,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Pie plano congenito,TRAUMATOLOGIA
Otros trastornos internos de la rodilla,TRAUMATOLOGIA
Otras dorsopatias deformantes de la columna vertebral especificadas,TRAUMATOLOGIA
Esguinces y torceduras de dedo(s) de la mano,TRAUMATOLOGIA
Asma,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Uña encarnada,TRAUMATOLOGIA
Otros trastornos internos de la rodilla,TRAUMATOLOGIA
Otros trastornos de los meniscos,TRAUMATOLOGIA
Lumbago no especificado,TRAUMATOLOGIA
Esguinces y torceduras de otras partes y las no especificadas de la rodilla,TRAUMATOLOGIA
Otras deformidades congenitas de la cadera (Displasia de caderas Anteversion del Cuello Femoral Coxa Congenita: Vara o Valga),TRAUMATOLOGIA
Otras deformidades congenitas de la cadera (Displasia de caderas Anteversion del Cuello Femoral Coxa Congenita: Vara o Valga),TRAUMATOLOGIA
CONSULTA NO ESPECIFICADA,TRAUMATOLOGIA
Consulta para atencion y supervision de la salud de otros niños o lactantes sanos,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
"Coxartrosis, no especificada",TRAUMATOLOGIA
Espondilolistesis,TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
"Escoliosis, no especificada",TRAUMATOLOGIA
Pie plano congenito,TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
"Dorsalgia, (otras dorsopatias)",TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Dolor en miembro,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Desgarro de meniscos, presente",TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Sindrome de abduccion dolorosa del hombro,TRAUMATOLOGIA
"Otros trastorno articulares, no clasificados en otra parte,(otros trastornos articulares)",TRAUMATOLOGIA
Traumatismo del tendon de Aquiles,TRAUMATOLOGIA
"Fractura de la pierna, inclusive el tobillo",TRAUMATOLOGIA
Bursitis del hombro,TRAUMATOLOGIA
Fractura a nivel de la muñeca y de la mano,TRAUMATOLOGIA
MENISCOPATIA BILATERAL,TRAUMATOLOGIA
Lumbago no especificado,TRAUMATOLOGIA
Tenosinovitis de estiloides radial de Quervain,TRAUMATOLOGIA
Espondilolisis,TRAUMATOLOGIA
Anquilosis articular,TRAUMATOLOGIA
CONSULTA NO ESPECIFICADA,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Otras deformidades adquiridas del tobillo y del pie,TRAUMATOLOGIA
QUISTE SINOVIAL EN DEDO DE LA MANO,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Sindrome de abduccion dolorosa del hombro,TRAUMATOLOGIA
Escoliosis idiopatica juvenil,TRAUMATOLOGIA
Lumbago con ciática,TRAUMATOLOGIA
Otros quistes de la bolsa serosa,TRAUMATOLOGIA
GONARTROSIS,TRAUMATOLOGIA
"Trastornos de disco lumbar y otros, con radiculopatía",TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Trastorno sinovial y tendinoso, no especificado",TRAUMATOLOGIA
Lumbago no especificado,TRAUMATOLOGIA
Lumbago no especificado,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Otros trastornos de los meniscos,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Lumbago no especificado,TRAUMATOLOGIA
Tendinitis calcificante del hombro,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
"Deformidad en valgo, no clasificada en otra parte",TRAUMATOLOGIA
TENOSINOVITIS DE LA RODILLA,TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
Fractura del cuello de femur,TRAUMATOLOGIA
Anomalías de la posición del diente,TRAUMATOLOGIA
"Otras osteocondrosis juveniles,(condropatias)",TRAUMATOLOGIA
Amputacion traumatica a nivel de la rodilla,TRAUMATOLOGIA
Lumbago no especificado,TRAUMATOLOGIA
"Trastorno sinovial y tendinoso, no especificado",TRAUMATOLOGIA
Dolor en articulacion,TRAUMATOLOGIA
Fractura de otras partes y de las no especificadas de la muñeca y de la mano,TRAUMATOLOGIA
Resto Radicular,TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
Pie plano pes planus (adquirido),TRAUMATOLOGIA
Fractura de la clavicula,TRAUMATOLOGIA
Cervicalgia,TRAUMATOLOGIA
Enfermedad renal crónica Etapa 3,TRAUMATOLOGIA
Esguinces y torceduras del tobillo,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Observacion por sospecha de otras enfermedades y afecciones,TRAUMATOLOGIA
"Trastorno sinovial y tendinoso, no especificado",TRAUMATOLOGIA
"Dorsalgia, (otras dorsopatias)",TRAUMATOLOGIA
Polidactilia,TRAUMATOLOGIA
Otros trastornos internos de la rodilla,TRAUMATOLOGIA
SINDROME TUNEL CARPIANO BILATERAL,TRAUMATOLOGIA
"Contusion de dedo(s) de la mano, sin daño de la(s) uña(s)",TRAUMATOLOGIA
"Trastorno interno de la rodilla, no especificado",TRAUMATOLOGIA
Dedo en gatillo,TRAUMATOLOGIA
Fractura de la diafisis del humero,TRAUMATOLOGIA
"Trastorno sinovial y tendinoso, no especificado",TRAUMATOLOGIA
Contractura muscular,TRAUMATOLOGIA
Pequeño para la edad gestacional,TRAUMATOLOGIA
"Quiste folicular de la piel y del tejido subcutaneo, sin otra especificacion",TRAUMATOLOGIA
Dolor en miembro,TRAUMATOLOGIA
"Trastorno interno de la rodilla, no especificado",TRAUMATOLOGIA
Fractura de otro dedo de la mano,TRAUMATOLOGIA
"Trastorno sinovial y tendinoso, no especificado",TRAUMATOLOGIA
Tendinitis rotuliana,TRAUMATOLOGIA
Fractura de otro dedo de la mano,TRAUMATOLOGIA
Otras atenciones medicas especificadas,TRAUMATOLOGIA
Ruptura traumatica de disco intervertebral toracico,TRAUMATOLOGIA
Lumbago no especificado,TRAUMATOLOGIA
Examen medico general,TRAUMATOLOGIA
Fractura de otras partes y de las no especificadas de la muñeca y de la mano,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Lumbago con ciática,TRAUMATOLOGIA
"Artritis, no especificada",TRAUMATOLOGIA
Lumbago no especificado,TRAUMATOLOGIA
Sindrome del tunel carpiano,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
CONSULTA NO ESPECIFICADA,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Otros bursopatias,(otros trastornos de los tejidos blandos)",TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Tumor benigno de la lengua,TRAUMATOLOGIA
CONSULTA NO ESPECIFICADA,TRAUMATOLOGIA
Secuelas de traumatismo de tendon y musculo de miembro superior,TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
Resto Radicular,TRAUMATOLOGIA
DISPLASIA CADERAS BILATERAL,TRAUMATOLOGIA
Hernia no especificada de la cavidad abdominal,TRAUMATOLOGIA
Dientes incluidos e impactados,TRAUMATOLOGIA
"Deformidad congenita de los pies, no especificada",TRAUMATOLOGIA
Sindrome del tunel carpiano,TRAUMATOLOGIA
Sindrome de abduccion dolorosa del hombro,TRAUMATOLOGIA
Observacion por sospecha de otras enfermedades y afecciones,TRAUMATOLOGIA
Quiste sinovial del hueco popliteo de Baker,TRAUMATOLOGIA
Asma,TRAUMATOLOGIA
Secuelas de fractura del brazo,TRAUMATOLOGIA
"Trastornos de los tejidos blandos relacionados con el uso, el uso excesivo y la presión,(otros trastornos de los tejidos blandos)",TRAUMATOLOGIA
Fractura de otras partes de la pierna,TRAUMATOLOGIA
"Fractura del antebrazo, parte no especificada",TRAUMATOLOGIA
Luxacion de la cabeza del radio,TRAUMATOLOGIA
QUISTE PILONIDAL,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Pie plano pes planus (adquirido),TRAUMATOLOGIA
"Artrosis, no especificada",TRAUMATOLOGIA
radiculopatia,TRAUMATOLOGIA
CONSULTA NO ESPECIFICADA,TRAUMATOLOGIA
Otros examenes especiales e investigaciones en personas sin quejas o sin diagnosticos informados,TRAUMATOLOGIA
ARTRALGIA,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Observacion y evaluacion medica por sospecha de enfermedades y afecciones,TRAUMATOLOGIA
Epicondilitis lateral,TRAUMATOLOGIA
"Gonartrosis primaria, bilateral",TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
CONSULTA NO ESPECIFICADA,TRAUMATOLOGIA
HERNIAS DEL NUCLEO PULPOSO,TRAUMATOLOGIA
"Fascitis, no clasificada en otra parte",TRAUMATOLOGIA
Esguinces y torceduras del tobillo,TRAUMATOLOGIA
Traumatismo de multiples tendones y musculos a nivel del hombro y del brazo,TRAUMATOLOGIA
"Trastorno interno de la rodilla, no especificado",TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
CONSULTA NO ESPECIFICADA,TRAUMATOLOGIA
Pie plano pes planus (adquirido),TRAUMATOLOGIA
Observacion por sospecha de otras enfermedades y afecciones,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
"Escoliosis, no especificada",TRAUMATOLOGIA
Pie plano pes planus (adquirido),TRAUMATOLOGIA
Examen medico general,TRAUMATOLOGIA
"Sinovitis y tenosinovitis,(trastornos de los tendones y de la sinovia)",TRAUMATOLOGIA
"Trastorno interno de la rodilla, no especificado",TRAUMATOLOGIA
Lumbago no especificado,TRAUMATOLOGIA
Lumbago no especificado,TRAUMATOLOGIA
Sindrome del tunel carpiano,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Otras bursitis de la cadera,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
LESION ESCAPULAR DERECHA,TRAUMATOLOGIA
"Trastorno interno de la rodilla,(otros trastornos articulares)",TRAUMATOLOGIA
Pie plano congenito,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Tendinitis aquiliana,TRAUMATOLOGIA
Fractura de los huesos del dedo gordo del pie,TRAUMATOLOGIA
"Escoliosis, no especificada",TRAUMATOLOGIA
Otros quistes oseos,TRAUMATOLOGIA
"Trastorno de los discos intervertebrales, no especificado",TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Lumbago no especificado,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
Esguinces y torceduras que comprometen el ligamento cruzado (anterior) (posterior) de la rodilla,TRAUMATOLOGIA
"Desgarro de meniscos, presente",TRAUMATOLOGIA
Pie plano pes planus (adquirido),TRAUMATOLOGIA
Tenosinovitis de estiloides radial de Quervain,TRAUMATOLOGIA
"Gonartrosis, no especificada",TRAUMATOLOGIA
GENU VALGO,TRAUMATOLOGIA
Otros trastornos de los meniscos,TRAUMATOLOGIA
Dedo en gatillo,TRAUMATOLOGIA
"Poliartrosis, (artrosis)",TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
METATARSALGIA,TRAUMATOLOGIA
Otra ruptura espontanea del (de los) ligamento(s) de la rodilla,TRAUMATOLOGIA
"Mononeuropatia, no especificada",TRAUMATOLOGIA
Bursitis del olecranon,TRAUMATOLOGIA
"Coxartrosis primaria, bilateral",TRAUMATOLOGIA
LUXACION DEL TOBILLO,TRAUMATOLOGIA
CONSULTA NO ESPECIFICADA,TRAUMATOLOGIA
Dolor en articulacion,TRAUMATOLOGIA
"Trastornos de disco lumbar y otros, con radiculopatia",TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
"Trastorno interno de la rodilla,(otros trastornos articulares)",TRAUMATOLOGIA
Lumbago con ciatica,TRAUMATOLOGIA
Otros examenes especiales e investigaciones en personas sin quejas o sin diagnosticos informados,TRAUMATOLOGIA
Contusión,TRAUMATOLOGIA
FRACTURA RADIOCUBITAL DISTAL,TRAUMATOLOGIA
Pie plano pes planus (adquirido),TRAUMATOLOGIA
Otras bursitis de la rodilla,TRAUMATOLOGIA
Deformaciónes congénitas de la cadera,TRAUMATOLOGIA
